what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jst.ws.jaxws.dom.integration,1.0.101.v201201031437,"org.eclipse.jst.ws.jaxws.dom.integration",1342843100312
started,bundle,org.eclipse.jst.ws.jaxws.dom.ui,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.dom.ui",1342843100312
started,bundle,org.eclipse.jst.servlet.ui,1.1.502.v201202011054,"org.eclipse.jst.servlet.ui",1342843100390
opened,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1342843115078
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1342843115125
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1342843120750
opened,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1342843121062
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1342843121093
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1342843125156
opened,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1342843125484
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1342843125515
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1342843142687
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineEnd",1342843145281
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1342843148015
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342843150093
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.openEditorDropDown",1342843150093
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342843151125
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342843153265
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1342843159078
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342843159375
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342843164890
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342843165437
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342843177765
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342843186687
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342843187781
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342843196968
started,bundle,org.eclipse.jst.jsf.facelet.ui,1.0.1.v201104032306,"org.eclipse.jst.jsf.facelet.ui",1342843206953
started,bundle,org.eclipse.jst.jsf.ui,1.3.2.v201104251204,"org.eclipse.jst.jsf.ui",1342843207046
started,bundle,org.eclipse.jst.jsf.facelet.core,1.0.100.v201104191527,"org.eclipse.jst.jsf.facelet.core",1342843207078
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1342843249890
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.300.v201108240515,"org.eclipse.wst.ws.service.policy.ui",1342843250203
started,bundle,org.eclipse.wst.ws.service.policy,1.0.303.v201009221810,"org.eclipse.wst.ws.service.policy",1342843250203
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1342843250234
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1342843250234
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1342843250453
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342843261703
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342843265140
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342843266531
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342843266531
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342843266625
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342843567078
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1342843569031
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342843576859
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342843583687
opened,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1342843594734
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1342843594750
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1342843605250
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342843615890
started,bundle,org.eclipse.jpt.common.core,1.0.2.v201111103010,"org.eclipse.jpt.common.core",1342843616000
started,bundle,org.eclipse.jpt.jpa.core,3.0.2.v201201243020,"org.eclipse.jpt.jpa.core",1342843616000
started,bundle,org.eclipse.pde.launching,3.6.0.v20110506,"org.eclipse.pde.launching",1342843616031
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1342843616046
started,bundle,org.eclipse.pde.ui,3.6.100.v20120103_r372,"org.eclipse.pde.ui",1342843616062
started,bundle,org.eclipse.pde.core,3.7.1.v20120103_r372,"org.eclipse.pde.core",1342843616109
started,bundle,org.eclipse.wst.jsdt.debug.rhino.ui,1.0.1.v201201112313,"org.eclipse.wst.jsdt.debug.rhino.ui",1342843616125
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342843616187
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342843616203
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342843616343
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342843624859
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342843624875
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342843624875
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342843624921
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342843630281
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342843636343
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342843642578
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342843648625
opened,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1342843648687
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1342843648703
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1342843706281
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342843715140
started,bundle,org.eclipse.wst.common.project.facet.ui,1.4.201.v201201101553,"org.eclipse.wst.common.project.facet.ui",1342843725015
started,bundle,org.eclipse.wst.web.ui,1.1.500.v201111030500,"org.eclipse.wst.web.ui",1342843725015
started,bundle,org.eclipse.jst.common.project.facet.ui,1.4.200.v201008182133,"org.eclipse.jst.common.project.facet.ui",1342843725218
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.200.v20110815-1419,"org.eclipse.equinox.p2.garbagecollector",1342843749453
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342843749468
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1342843767734
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1342843772156
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342843781531
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342843788281
opened,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1342843788343
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1342843788359
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1342843792218
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342843795656
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342843795687
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342843795703
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342843795796
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1342843805656
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342843820515
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342843828203
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342843834031
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342843837015
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1342843837031
closed,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1342843837046
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342843849250
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342843868734
opened,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1342843868765
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1342843868781
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1342843871562
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1342843872531
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineEnd",1342843878453
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1342843878796
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineEnd",1342843881265
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1342843883078
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1342843890468
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1342843893468
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1342843901687
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1342843901750
started,bundle,org.eclipse.wst.xsl.exslt.core,1.0.0.v201005240426,"org.eclipse.wst.xsl.exslt.core",1342843901828
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1342843904359
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1342843904734
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1342843906625
started,bundle,org.eclipse.wst.internet.cache,1.0.400.v201004280700,"org.eclipse.wst.internet.cache",1342843911250
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1342843930734
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1342843950546
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1342843961406
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1342843962906
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1342843971984
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.toggleOverwrite",1342844074015
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.toggleOverwrite",1342844076234
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1342844103921
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1342844126390
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineStart",1342844160890
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineEnd",1342844162296
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1342844162578
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1342844163281
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1342844246531
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1342844258421
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1342844262203
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1342844263578
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1342844272781
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1342844282765
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1342844325015
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342844332187
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342844356812
opened,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1342844356875
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1342844356890
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1342844362781
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342844364921
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342844364937
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342844364953
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342844365015
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1342844368890
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1342844375703
started,bundle,org.eclipse.jpt.jpa.ui,3.0.2.v201201243020,"org.eclipse.jpt.jpa.ui",1342844385500
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1342844393734
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1342844410140
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342844412328
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342844413359
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineStart",1342844420125
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1342844420453
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1342844421218
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1342844426171
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1342844426593
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1342844525390
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1342844536921
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1342844615093
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342844621718
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342844627937
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1342844630812
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1342844638468
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342844642671
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1342844645375
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1342844645406
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1342844656656
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1342844658562
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342844673968
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342844676937
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342844680812
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342844680953
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342844682500
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342844682546
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342844686171
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1342844686171
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342844686250
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342844693515
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342844697500
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342844702609
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342844704250
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342844705296
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342844706953
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342844708484
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342844716531
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342844729296
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342844729328
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342844731484
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342844731500
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342844735656
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1342844735671
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342844738734
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342844744656
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342844747718
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342844748390
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1342844760390
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342844774625
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342844774656
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342844774656
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342844774734
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1342844779734
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1342844780859
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1342844781031
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342844785609
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342844788234
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342844788265
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342844789375
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1342844789390
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342844789421
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342844796937
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1342844798859
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342844807750
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342844807781
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342844807781
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342844807843
